id,title,original_title,release_date,overview,genre_ids,original_language,popularity,vote_average,vote_count,adult,genre_names
568124,Encanto,Encanto,2021-10-13,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.","[16, 35, 10751, 14]",en,191.694,7.6,9419,False,"['Animation', 'Comedy', 'Family', 'Fantasy']"
974262,Descendants: The Rise of Red,Descendants: The Rise of Red,2024-07-11,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.","[14, 12, 10751, 35]",en,191.011,7.0,360,False,"['Fantasy', 'Adventure', 'Family', 'Comedy']"
1359867,The Christmas Charade,The Christmas Charade,2024-10-26,"A cautious librarian raised by home security experts finds herself in a real-life adventure when a blind date mix-up leads her into an undercover FBI operation. Forced to pose as the girlfriend of Special Agent Josh, she helps him track down an art thief targeting the Saint Nicholas Ruby at a Christmas Eve charity ball.","[10770, 35, 10749, 18]",en,190.924,7.2,7,False,"['TV Movie', 'Comedy', 'Romance', 'Drama']"
315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022-11-26,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.","[16, 12, 14, 35, 10751]",en,189.768,8.221,7717,False,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
646385,Scream,Scream,2022-01-12,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.","[27, 9648, 53]",en,189.765,6.671,3277,False,"['Horror', 'Mystery', 'Thriller']"
829557,365 Days: This Day,365 dni: Ten dzień,2022-04-26,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","[10749, 18]",pl,188.626,5.87,1518,False,"['Romance', 'Drama']"
1104844,BLUE LOCK THE MOVIE -EPISODE NAGI-,劇場版ブルーロック -EPISODE 凪-,2024-04-19,"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known.","[16, 28, 18]",ja,188.484,7.256,84,False,"['Animation', 'Action', 'Drama']"
120,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","[12, 14, 28]",en,188.432,8.4,25097,False,"['Adventure', 'Fantasy', 'Action']"
1032823,Trap,Trap,2024-07-31,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","[53, 80]",en,187.82,6.466,1580,False,"['Thriller', 'Crime']"
1139095,Little Bites,Little Bites,2024-10-04,"Mindy, a young widow and mother who tries to protect her daughter Alice from a flesh eating monster named Agyar. Mindy has been secretly sacrificing her own life by allowing the creature to feast on her body as she keeps Alice hidden away at her grandmother’s house.",[27],en,187.531,6.4,24,False,['Horror']
475557,Joker,Joker,2019-10-01,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.","[80, 53, 18]",en,185.793,8.149,25633,False,"['Crime', 'Thriller', 'Drama']"
359410,Road House,Road House,2024-03-08,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.","[28, 53]",en,184.926,6.979,2262,False,"['Action', 'Thriller']"
939243,Sonic the Hedgehog 3,Sonic the Hedgehog 3,2024-12-19,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","[28, 12, 35, 10751, 878]",en,183.865,0.0,0,False,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
156022,The Equalizer,The Equalizer,2014-09-24,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.","[53, 28, 80]",en,183.666,7.3,8968,False,"['Thriller', 'Action', 'Crime']"
646097,Rebel Ridge,Rebel Ridge,2024-08-27,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,"[80, 28, 53, 18]",en,183.043,7.0,941,False,"['Crime', 'Action', 'Thriller', 'Drama']"
672,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002-11-13,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.","[12, 14]",en,183.024,7.72,21860,False,"['Adventure', 'Fantasy']"
766507,Prey,Prey,2022-08-02,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.","[53, 28, 878]",en,183.011,7.7,6627,False,"['Thriller', 'Action', 'Science Fiction']"
949484,Hounds of War,Hounds of War,2024-08-29,"After a mission goes wrong, only one of a group of mercenaries is left alive to avenge his fallen brothers.","[28, 53]",en,182.629,6.4,101,False,"['Action', 'Thriller']"
4247,Scary Movie,Scary Movie,2000-07-07,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",[35],en,181.42,6.362,6911,False,['Comedy']
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014-12-10,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","[28, 12, 14]",en,180.778,7.323,14203,False,"['Action', 'Adventure', 'Fantasy']"
1262983,MadS,MadS,2024-10-25,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn.","[27, 53]",fr,178.652,7.1,33,False,"['Horror', 'Thriller']"
1134424,Mantra Warrior: The Legend of The Eight Moons,นักรบมนตรา: ตำนานแปดดวงจันทร์,2023-10-11,"A story inspired by the original RAMAYANA, retold in a futuristic universe, involving brave warriors who possess ancient powers from another dimension.","[16, 28, 12, 14, 878]",th,178.232,6.6,33,False,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']"
557,Spider-Man,Spider-Man,2002-05-01,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","[28, 878]",en,177.722,7.3,18995,False,"['Action', 'Science Fiction']"
198663,The Maze Runner,The Maze Runner,2014-09-10,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","[28, 9648, 878, 53]",en,176.899,7.188,16934,False,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
872585,Oppenheimer,Oppenheimer,2023-07-19,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,"[18, 36]",en,176.366,8.1,9216,False,"['Drama', 'History']"
1137205,Last Straw,Last Straw,2024-09-20,"A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.","[18, 27, 53]",en,175.729,6.592,38,False,"['Drama', 'Horror', 'Thriller']"
575264,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023-07-08,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.","[28, 12]",en,175.384,7.5,3769,False,"['Action', 'Adventure']"
976573,Elemental,Elemental,2023-06-14,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.","[16, 35, 10751, 14, 10749]",en,174.96,7.6,4435,False,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']"
1358752,Skinford 2: The Curse,Skinford 2: The Curse,2024-05-20,,"[53, 28]",es,174.889,2.0,1,False,"['Thriller', 'Action']"
1169361,10 Days of a Curious Man,Meraklı Adamın 10 Günü,2024-11-06,"When a young woman goes missing in Istanbul, a jaded writer gets tangled up in a deadly chain of events as he sets out to find her—and a good story.","[53, 18, 80]",tr,174.792,5.5,8,False,"['Thriller', 'Drama', 'Crime']"
566525,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,2021-09-01,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,"[28, 12, 14]",en,174.461,7.547,9354,False,"['Action', 'Adventure', 'Fantasy']"
550,Fight Club,Fight Club,1999-10-15,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",[18],en,174.371,8.438,29333,False,['Drama']
937278,A Man Called Otto,A Man Called Otto,2022-12-28,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.","[35, 18]",en,174.156,7.759,2667,False,"['Comedy', 'Drama']"
1255017,Caras vemos,Caras vemos,2024-08-22,"It follows an unconventional family who find themselves embroiled in a personality swap after little Zoe has a mystical encounter with an ancient god. As a result, each family member finds themselves in the body of another.",[35],es,173.627,6.9,7,False,['Comedy']
609681,The Marvels,The Marvels,2023-11-08,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.","[878, 12, 28]",en,173.114,6.1,2668,False,"['Science Fiction', 'Adventure', 'Action']"
1264429,Temurun,Temurun,2024-05-30,"After their mother dies during a violent break-in, two siblings move in with their estranged father discover their family's sinister heritage.","[27, 53]",id,173.083,6.3,14,False,"['Horror', 'Thriller']"
787699,Wonka,Wonka,2023-12-06,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.","[35, 10751, 14]",en,172.771,7.118,3468,False,"['Comedy', 'Family', 'Fantasy']"
1209290,Justice League: Crisis on Infinite Earths Part Three,Justice League: Crisis on Infinite Earths Part Three,2024-07-15,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?","[16, 878, 28]",en,172.33,7.5,219,False,"['Animation', 'Science Fiction', 'Action']"
76341,Mad Max: Fury Road,Mad Max: Fury Road,2015-05-13,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.","[28, 12, 878]",en,171.314,7.616,22520,False,"['Action', 'Adventure', 'Science Fiction']"
414906,The Batman,The Batman,2022-03-01,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","[80, 9648, 53]",en,171.004,7.669,10247,False,"['Crime', 'Mystery', 'Thriller']"
14160,Up,Up,2009-05-28,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","[16, 35, 10751, 12]",en,169.833,7.959,20133,False,"['Animation', 'Comedy', 'Family', 'Adventure']"
808,Shrek,Shrek,2001-05-18,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","[16, 35, 14, 12, 10751]",en,169.516,7.743,17061,False,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']"
947891,My Old Ass,My Old Ass,2024-09-13,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.","[35, 18]",en,169.088,6.7,76,False,"['Comedy', 'Drama']"
12153,White Chicks,White Chicks,2004-06-23,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. To avoid being fired they accept a mission escorting a pair of socialites to the Hamptons--but when the girls are disfigured in a car accident, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from black men into rich white women.","[35, 80]",en,168.028,6.954,3972,False,"['Comedy', 'Crime']"
260346,Taken 3,Taken 3,2014-12-16,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","[53, 28]",en,166.931,6.3,5714,False,"['Thriller', 'Action']"
271110,Captain America: Civil War,Captain America: Civil War,2016-04-27,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","[12, 28, 878]",en,166.403,7.444,22598,False,"['Adventure', 'Action', 'Science Fiction']"
637649,Wrath of Man,Wrath of Man,2021-04-22,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.","[80, 28, 53]",en,166.232,7.631,5236,False,"['Crime', 'Action', 'Thriller']"
675353,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022-03-30,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","[28, 12, 10751, 35]",en,166.197,7.503,4961,False,"['Action', 'Adventure', 'Family', 'Comedy']"
901060,Seven Cemeteries,Seven Cemeteries,2024-10-11,A recent parolee gets a Mexican witch to resurrect his old posse so that they can help him save a woman's ranch from a ruthless drug lord.,"[27, 28, 14, 53]",en,165.939,5.214,7,False,"['Horror', 'Action', 'Fantasy', 'Thriller']"
72808,The Flesh,La carne,1991-05-09,"A beautiful film which is basically about a man, a piano player, who meets and falls in love with a beautiful and voluptuous woman, who, by some strange procedure, leaves the man unable to move but with a permanent priapism! After some time he becomes sick of it and she relieves his paralysis. Eventually she gets bored and decides to leave, but he can't take it because he loves her…","[18, 10749]",it,165.389,5.4,46,False,"['Drama', 'Romance']"
1207898,The Jack in the Box Rises,The Jack in the Box Rises,2024-01-18,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon.",[27],en,165.167,6.823,144,False,['Horror']
1308546,Carved,Carved,2024-10-21,"On Halloween 1993, 2 years after a deadly nuclear spill, the staff of a historic pioneer village attraction must work together to survive the attack of a monstrous killer pumpkin set on revenge.","[27, 35]",en,164.963,5.0,33,False,"['Horror', 'Comedy']"
597,Titanic,Titanic,1997-11-18,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","[18, 10749]",en,164.521,7.906,25280,False,"['Drama', 'Romance']"
769,GoodFellas,GoodFellas,1990-09-12,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","[18, 80]",en,163.212,8.458,12833,False,"['Drama', 'Crime']"
799583,The Ministry of Ungentlemanly Warfare,The Ministry of Ungentlemanly Warfare,2024-04-18,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.","[28, 35, 10752]",en,163.094,7.128,1141,False,"['Action', 'Comedy', 'War']"
1207830,Gracie & Pedro: Pets to the Rescue,Gracie & Pedro: Pets to the Rescue,2024-05-01,"Family frenemies, Gracie and Pedro, must put their differences aside, embarking on a thrilling quest packed with perilous escapades in order to reunite with their owners.","[16, 12, 35, 10751]",en,163.045,7.0,25,False,"['Animation', 'Adventure', 'Comedy', 'Family']"
198663,The Maze Runner,The Maze Runner,2014-09-10,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.","[28, 9648, 878, 53]",en,176.899,7.188,16934,False,"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
772,Home Alone 2: Lost in New York,Home Alone 2: Lost in New York,1992-11-15,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.","[35, 10751, 12]",en,229.732,6.7,9498,False,"['Comedy', 'Family', 'Adventure']"
348,Alien,Alien,1979-05-25,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","[27, 878]",en,141.474,8.2,14703,False,"['Horror', 'Science Fiction']"
947891,My Old Ass,My Old Ass,2024-09-13,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.","[35, 18]",en,169.088,6.7,75,False,"['Comedy', 'Drama']"
1148172,Do Patti,दो पत्ती,2024-10-24,A puzzling investigation leads a no-nonsense cop down a dark path involving the vicious rivalry between twin sisters and the volatile man they both love.,"[53, 9648, 18, 80]",hi,142.913,7.2,25,False,"['Thriller', 'Mystery', 'Drama', 'Crime']"
260514,Cars 3,Cars 3,2017-06-15,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!","[10751, 16, 12, 35]",en,104.856,6.855,5771,False,"['Family', 'Animation', 'Adventure', 'Comedy']"
799583,The Ministry of Ungentlemanly Warfare,The Ministry of Ungentlemanly Warfare,2024-04-18,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.","[28, 35, 10752]",en,163.094,7.128,1141,False,"['Action', 'Comedy', 'War']"
138843,The Conjuring,The Conjuring,2013-07-18,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","[27, 53]",en,233.568,7.5,11484,False,"['Horror', 'Thriller']"
1186947,Outlaw,Bandida - A Número Um,2024-06-20,"At the age of nine, Rebeca is sold by her grandmother to the bookseller who ran Rocinha. Disputed by bicheiros and drug dealers, the community is going through changes in power. Rebeca becomes the wife of the chief drug dealer and, with the death of her partner, his successor. The electrifying trajectory of crime, violence, drugs and love of a female drug kingpin in Rocinha, Rio de Janeiro in the 1980s.","[28, 80, 18]",pt,162.249,6.0,88,False,"['Action', 'Crime', 'Drama']"
1073125,In Your Dreams,Rüyanda Görürsün,2023-02-03,"You know the feeling. It feels like time slows down as your eyes meet a stranger’s. Then you walk pass each other, neither of you looking back. That’s what happened with Pelin and Engin. Lo and behold, they open their eyes in the same bed. And you may want to brace yourself for this one, as a two-year married couple! It must be a dream. No, a nightmare. But now, to wake up they must fall in love.","[10749, 35, 18]",tr,126.929,7.319,83,False,"['Romance', 'Comedy', 'Drama']"
673,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004-05-31,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.","[12, 14]",en,155.89,8.0,21473,False,"['Adventure', 'Fantasy']"
360920,The Grinch,The Grinch,2018-11-08,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,"[16, 10751, 35, 14]",en,226.083,6.9,3881,False,"['Animation', 'Family', 'Comedy', 'Fantasy']"
1054561,A Mother's Embrace,Abraço de Mãe,2024-10-03,A survival horror set in 1996 during one of the biggest tropical storms ever to hit Rio de Janeiro. Ana and her firefighter team must evacuate a nursing home at risk of its collapsing – but they soon find the mysterious residents in the house have other plans.,"[27, 18]",pt,131.8,6.4,16,False,"['Horror', 'Drama']"
746036,The Fall Guy,The Fall Guy,2024-04-24,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.","[28, 35, 10749]",en,147.905,7.2,2260,False,"['Action', 'Comedy', 'Romance']"
808,Shrek,Shrek,2001-05-18,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","[16, 35, 14, 12, 10751]",en,169.516,7.743,17061,False,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']"
4248,Scary Movie 2,Scary Movie 2,2001-07-04,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",[35],en,131.242,5.799,4607,False,['Comedy']
1022796,Wish,Wish,2023-11-13,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.","[16, 10751, 14, 12]",en,144.249,6.3,1437,False,"['Animation', 'Family', 'Fantasy', 'Adventure']"
843527,The Idea of You,The Idea of You,2024-05-02,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.","[10749, 18, 35]",en,134.249,7.4,1455,False,"['Romance', 'Drama', 'Comedy']"
1032823,Trap,Trap,2024-07-31,"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.","[53, 80]",en,187.82,6.466,1580,False,"['Thriller', 'Crime']"
447365,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,2023-05-03,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","[878, 12, 28]",en,226.486,7.967,6819,False,"['Science Fiction', 'Adventure', 'Action']"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","[12, 10751, 14]",en,154.466,7.134,10564,False,"['Adventure', 'Family', 'Fantasy']"
141052,Justice League,Justice League,2017-11-15,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.","[28, 12, 878]",en,153.087,6.1,12880,False,"['Action', 'Adventure', 'Science Fiction']"
24428,The Avengers,The Avengers,2012-04-25,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","[878, 28, 12]",en,152.802,7.72,30683,False,"['Science Fiction', 'Action', 'Adventure']"
1181068,Ipar Adalah Maut,Ipar Adalah Maut,2024-06-13,Nisa and Aris' initially happy household shakes when Nisa's younger sibling comes to live with them.,[18],id,152.135,6.944,9,False,['Drama']
216015,Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","[18, 10749, 53]",en,151.971,5.9,11706,False,"['Drama', 'Romance', 'Thriller']"
